engine,group,name,compile_pass,compile_rc,compile_stack,compile_allocs,compile_allocated,compile_time,match_pass,match_rc,match_results,match_stack,match_allocs,match_allocated,match_time
rele,real_world,digitsequence,PASS,1,260,1,133,782,PASS,1,OK,260,4,229,1100
libc,real_world,digitsequence,PASS,1,748,21,1740,0,FAIL,0,FAIL,808,21,1740,0
newlib,real_world,digitsequence,PASS,1,372,5,413,0,FAIL,0,FAIL,372,5,413,0
pcre2,real_world,digitsequence,PASS,1,18744,2,201,2028,PASS,1,OK,18744,3,20681,578
re2,real_world,digitsequence,PASS,1,3648,48,3576,18400,PASS,1,OK,4216,131,8010,1371
tre,real_world,digitsequence,PASS,1,2268,24,3992,15144,PASS,1,OK,2268,26,4092,1263
slre,real_world,digitsequence,PASS,1,40,0,0,248,PASS,1,OK,2980,0,0,2345
tiny-regex-c,real_world,digitsequence,PASS,1,44,0,0,237,PASS,1,OK,192,0,0,663
subreg,real_world,digitsequence,PASS,1,32,0,0,0,FAIL,0,FAIL,276,0,0,0
rele,real_world,hexbyte,PASS,1,272,1,149,913,PASS,1,OK,200,2,181,542
libc,real_world,hexbyte,PASS,1,808,20,2352,7574,PASS,1,OK,15288,35,5592,601
newlib,real_world,hexbyte,PASS,1,380,6,931,12582,PASS,1,OK,380,7,947,2047
pcre2,real_world,hexbyte,PASS,1,18744,2,237,3129,PASS,1,OK,18744,3,20717,580
re2,real_world,hexbyte,PASS,1,3648,62,4848,28319,PASS,1,OK,4216,150,9702,1331
tre,real_world,hexbyte,PASS,1,1264,32,7928,20476,PASS,1,OK,1264,34,8188,1429
slre,real_world,hexbyte,PASS,1,40,0,0,0,FAIL,0,FAIL,2908,0,0,0
tiny-regex-c,real_world,hexbyte,PASS,1,44,0,0,0,FAIL,0,FAIL,136,0,0,0
subreg,real_world,hexbyte,PASS,1,32,0,0,0,FAIL,0,FAIL,279,0,0,0
rele,real_world,decimalnumber,PASS,1,260,1,273,1739,PASS,1,OK,200,4,393,1669
libc,real_world,decimalnumber,PASS,1,1096,51,2728,0,FAIL,0,FAIL,1096,52,2776,0
newlib,real_world,decimalnumber,PASS,1,388,4,477,0,FAIL,0,FAIL,388,4,477,0
pcre2,real_world,decimalnumber,PASS,1,18744,2,222,3783,PASS,1,OK,18744,3,20702,855
re2,real_world,decimalnumber,PASS,1,3648,77,4856,37204,PASS,1,OK,4216,179,10990,1580
tre,real_world,decimalnumber,PASS,1,2268,31,5508,30860,PASS,1,OK,2268,33,5712,1797
slre,real_world,decimalnumber,PASS,1,40,0,0,257,PASS,1,OK,3300,0,0,4203
tiny-regex-c,real_world,decimalnumber,PASS,1,44,0,0,0,FAIL,0,FAIL,177,0,0,0
subreg,real_world,decimalnumber,PASS,1,32,0,0,0,FAIL,0,FAIL,276,0,0,0
rele,real_world,identifier,PASS,1,200,1,189,1137,PASS,1,OK,200,4,285,1750
libc,real_world,identifier,PASS,1,820,26,2408,9794,PASS,1,OK,15288,38,4648,722
newlib,real_world,identifier,PASS,1,368,5,843,0,FAIL,1,FAIL,448,6,859,0
pcre2,real_world,identifier,PASS,1,18744,2,234,3260,PASS,1,OK,18744,3,20714,636
re2,real_world,identifier,PASS,1,3648,75,4982,35342,PASS,1,OK,4216,169,10486,1402
tre,real_world,identifier,PASS,1,2268,34,8796,34012,PASS,1,OK,2268,36,9088,3744
slre,real_world,identifier,PASS,1,40,0,0,0,FAIL,0,FAIL,2580,0,0,0
tiny-regex-c,real_world,identifier,PASS,1,44,0,0,318,PASS,1,OK,192,0,0,748
subreg,real_world,identifier,PASS,1,32,0,0,0,FAIL,0,FAIL,279,0,0,0
rele,real_world,ipaddress,PASS,1,260,1,433,3292,PASS,1,OK,200,3,497,2532
libc,real_world,ipaddress,PASS,1,760,56,5176,0,FAIL,0,FAIL,760,56,5176,0
newlib,real_world,ipaddress,PASS,1,536,12,2566,0,FAIL,0,FAIL,536,12,2566,0
pcre2,real_world,ipaddress,PASS,1,18744,2,225,5950,PASS,1,OK,18744,3,20705,960
re2,real_world,ipaddress,PASS,1,3648,140,10256,78474,PASS,1,OK,4216,336,24368,1479
tre,real_world,ipaddress,PASS,1,2268,45,11192,67271,PASS,1,OK,2268,47,11740,3991
slre,real_world,ipaddress,PASS,1,40,0,0,0,FAIL,0,FAIL,2892,0,0,0
tiny-regex-c,real_world,ipaddress,PASS,1,44,0,0,0,FAIL,0,FAIL,113,0,0,0
subreg,real_world,ipaddress,PASS,1,32,0,0,0,FAIL,0,FAIL,276,0,0,0
rele,real_world,macaddress,PASS,1,260,1,305,2126,PASS,1,OK,200,2,345,2860
libc,real_world,macaddress,PASS,1,1164,68,5272,25079,PASS,1,OK,15288,193,24464,3621
newlib,real_world,macaddress,PASS,1,584,12,2617,21054,PASS,1,OK,584,13,2649,67907
pcre2,real_world,macaddress,PASS,1,18920,2,485,7245,PASS,1,OK,18920,3,20965,2089
re2,real_world,macaddress,PASS,1,3720,140,12640,104475,PASS,1,OK,4216,376,36920,1891
tre,real_world,macaddress,PASS,1,1252,78,29564,93643,PASS,1,OK,1252,80,31632,13730
slre,real_world,macaddress,PASS,1,40,0,0,0,FAIL,0,FAIL,3052,0,0,0
tiny-regex-c,real_world,macaddress,PASS,1,44,0,0,0,FAIL,0,FAIL,97,0,0,0
subreg,real_world,macaddress,PASS,1,32,0,0,0,FAIL,0,FAIL,439,0,0,0
rele,real_world,email,PASS,1,200,1,381,2754,PASS,1,OK,200,5,509,6549
libc,real_world,email,PASS,1,748,44,4664,21857,PASS,1,OK,15288,116,13068,1856
newlib,real_world,email,PASS,1,524,9,1969,26934,PASS,1,OK,524,10,1985,121350
pcre2,real_world,email,PASS,1,18744,2,309,7524,PASS,1,OK,18744,3,20789,2875
re2,real_world,email,PASS,1,3648,126,8714,75163,PASS,1,OK,4216,293,21510,1631
tre,real_world,email,PASS,1,1252,55,22928,72917,PASS,1,OK,1264,57,23732,43798
slre,real_world,email,PASS,1,40,0,0,0,FAIL,1,FAIL,3116,0,0,0
tiny-regex-c,real_world,email,PASS,1,44,0,0,0,FAIL,0,FAIL,296,0,0,0
subreg,real_world,email,PASS,1,32,0,0,0,FAIL,0,FAIL,279,0,0,0
rele,real_world,url,PASS,1,200,1,196,1343,PASS,1,OK,404,4,292,3225
libc,real_world,url,PASS,1,816,30,2392,7530,PASS,1,OK,15288,91,12388,1004
newlib,real_world,url,PASS,1,368,9,1951,14278,PASS,1,OK,448,10,1967,42025
pcre2,real_world,url,PASS,1,18744,2,247,3673,PASS,1,OK,18744,3,20727,962
re2,real_world,url,PASS,1,3760,86,7379,63082,PASS,1,OK,4216,234,19677,1777
tre,real_world,url,PASS,1,2228,30,8336,30795,PASS,1,OK,2228,32,8724,5698
slre,real_world,url,PASS,1,40,0,0,0,FAIL,1,FAIL,3028,0,0,0
tiny-regex-c,real_world,url,PASS,1,44,0,0,310,PASS,1,OK,192,0,0,2759
subreg,real_world,url,PASS,1,32,0,0,0,FAIL,0,FAIL,278,0,0,0
rele,real_world,time24h,PASS,1,320,1,521,3266,PASS,1,OK,272,4,641,3828
libc,real_world,time24h,PASS,1,1096,166,8824,0,FAIL,0,FAIL,15280,189,12256,0
newlib,real_world,time24h,PASS,1,448,6,994,0,FAIL,0,FAIL,448,6,994,0
pcre2,real_world,time24h,PASS,1,18920,2,326,6384,PASS,1,OK,18920,3,20806,1048
re2,real_world,time24h,PASS,1,3648,108,6418,56215,PASS,1,OK,4216,235,15844,2640
tre,real_world,time24h,PASS,1,2268,48,9960,52333,PASS,1,OK,2268,50,10524,5223
slre,real_world,time24h,PASS,1,40,0,0,0,FAIL,0,FAIL,2892,0,0,0
tiny-regex-c,real_world,time24h,PASS,1,44,0,0,0,FAIL,0,FAIL,97,0,0,0
subreg,real_world,time24h,PASS,1,32,0,0,0,FAIL,0,FAIL,305,0,0,0
rele,real_world,dateYYYYMMDD,PASS,1,272,1,333,2275,PASS,1,OK,200,2,365,1823
libc,real_world,dateYYYYMMDD,PASS,1,816,26,2616,0,FAIL,0,FAIL,816,26,2616,0
newlib,real_world,dateYYYYMMDD,PASS,1,568,12,2178,0,FAIL,0,FAIL,568,12,2178,0
pcre2,real_world,dateYYYYMMDD,PASS,1,18744,2,215,3934,PASS,1,OK,18744,3,20695,847
re2,real_world,dateYYYYMMDD,PASS,1,3648,88,7052,44134,PASS,1,OK,4216,233,15338,1461
tre,real_world,dateYYYYMMDD,PASS,1,2268,32,8084,44869,PASS,1,OK,2268,34,8472,2627
