Hello!
engine,group,name,compile_pass,compile_rc,compile_stack,compile_allocs,compile_allocated,compile_time,match_pass,match_rc,match_results,match_stack,match_allocs,match_allocated,match_timerele,caseless,simpleicase,PASS,1,252,1,116,716,PASS,1,OK,260,2,148,527
libc,syntax,12,PASS,1,1224,80,5048,18931,PASS,1,OK,15288,194,14336,6820
newlib,syntax,12,PASS,1,372,4,482,6497,PASS,1,OK,552,5,514,32024
PCRE2,syntax,12,PASS,1,18888,2,230,3955,PASS,1,OK,18888,3,20710,1568
re2,syntax,12,PASS,1,3648,75,5182,38136,PASS,1,OK,4216,189,12530,1769
tre,syntax,12,PASS,1,1232,41,7760,29691,PASS,1,OK,1232,43,8276,2419
slre,syntax,12,PASS,1,40,0,0,268,PASS,1,OK,3124,0,0,3344
tiny-regex-c,syntax,12,PASS,1,44,0,0,0,FAIL,0,FAIL,97,0,0,0
subreg,syntax,12,PASS,1,32,0,0,0,FAIL,1,FAIL,438,0,0,0
rele,syntax,13,PASS,1,192,1,373,2429,PASS,1,OK,200,3,469,3045
libc,syntax,13,PASS,1,1236,113,5192,32242,PASS,1,OK,15352,218,11500,8882
newlib,syntax,13,PASS,1,388,4,509,0,FAIL,0,FAIL,388,4,509,0
PCRE2,syntax,13,PASS,1,18888,2,239,5116,PASS,1,OK,18888,3,20719,1023
re2,syntax,13,PASS,1,3648,108,7440,61496,PASS,1,OK,3648,108,7440,722
tre,syntax,13,PASS,1,2268,63,13672,72567,PASS,1,OK,2268,65,14252,5322
slre,syntax,13,PASS,1,40,0,0,0,FAIL,0,FAIL,2560,0,0,0
tiny-regex-c,syntax,13,PASS,1,44,0,0,0,FAIL,0,FAIL,97,0,0,0
subreg,syntax,13,PASS,1,32,0,0,216,PASS,1,OK,436,0,0,2932
rele,syntax,14,PASS,1,192,1,269,1797,PASS,1,OK,200,3,349,1542
libc,syntax,14,PASS,1,1232,51,3152,15561,PASS,1,OK,15288,185,8532,19794
newlib,syntax,14,PASS,1,448,6,881,0,FAIL,0,FAIL,448,6,881,0
PCRE2,syntax,14,PASS,1,18920,2,254,4992,PASS,1,OK,18920,3,20734,865
re2,syntax,14,FAIL,0,724,23,681,0,FAIL,0,FAIL,0,0,0,0
tre,syntax,14,PASS,1,2268,36,7036,30844,PASS,1,OK,2268,43,8148,3912
slre,syntax,14,PASS,1,40,0,0,0,FAIL,0,FAIL,2580,0,0,0
tiny-regex-c,syntax,14,PASS,1,44,0,0,0,FAIL,0,FAIL,97,0,0,0
subreg,syntax,14,PASS,1,32,0,0,0,FAIL,0,FAIL,439,0,0,0
rele,syntax,15,PASS,1,192,1,313,1962,PASS,1,OK,200,5,537,3274
libc,syntax,15,PASS,1,1360,76,3912,20246,PASS,1,OK,15264,158,9164,7149
newlib,syntax,15,PASS,1,584,4,639,7372,PASS,1,OK,584,5,703,31399
PCRE2,syntax,15,PASS,1,18716,2,253,5290,PASS,1,OK,18716,3,20733,973
re2,syntax,15,PASS,1,3648,68,5018,38183,PASS,1,OK,4216,164,11534,1773
tre,syntax,15,PASS,1,1232,47,6532,29714,PASS,1,OK,1232,49,6776,2161
slre,syntax,15,PASS,1,40,0,0,269,PASS,1,OK,3300,0,0,4898
tiny-regex-c,syntax,15,PASS,1,44,0,0,0,FAIL,0,FAIL,97,0,0,0
subreg,syntax,15,PASS,1,32,0,0,211,PASS,1,OK,438,0,0,2332
rele,syntax,16,PASS,1,264,1,453,2836,PASS,1,OK,200,2,509,960
libc,syntax,16,PASS,1,1084,97,4780,22802,PASS,1,OK,15288,272,13804,24651
newlib,syntax,16,PASS,1,348,4,519,0,FAIL,0,FAIL,348,4,519,0
PCRE2,syntax,16,PASS,1,18888,2,261,5479,PASS,1,OK,18888,3,20741,1222
re2,syntax,16,FAIL,0,676,30,863,0,FAIL,0,FAIL,0,0,0,0
tre,syntax,16,PASS,1,1232,40,7652,32885,PASS,1,OK,1232,47,8800,2119
slre,syntax,16,PASS,1,40,0,0,0,FAIL,0,FAIL,2560,0,0,0
tiny-regex-c,syntax,16,PASS,1,44,0,0,0,FAIL,0,FAIL,97,0,0,0
subreg,syntax,16,PASS,1,32,0,0,0,FAIL,0,FAIL,436,0,0,0
rele,syntax,largemultiline,PASS,1,192,1,275,1669,PASS,1,OK,200,4,419,12029
libc,syntax,largemultiline,PASS,1,1224,61,3600,14494,PASS,1,OK,15288,155,10456,12336
newlib,syntax,largemultiline,PASS,1,388,4,475,6292,PASS,1,OK,448,5,523,160055
PCRE2,syntax,largemultiline,PASS,1,18888,2,239,3950,PASS,1,OK,18888,3,20719,12633
re2,syntax,largemultiline,PASS,1,3648,66,5004,35728,PASS,1,OK,4216,180,12626,3057
tre,syntax,largemultiline,PASS,1,1232,31,5376,21710,PASS,1,OK,1232,33,5668,20733
slre,syntax,largemultiline,PASS,1,40,0,0,268,PASS,1,OK,3212,0,0,7406660
tiny-regex-c,syntax,largemultiline,PASS,1,44,0,0,0,FAIL,0,FAIL,97,0,0,0
subreg,syntax,largemultiline,PASS,1,32,0,0,0,FAIL,0,FAIL,438,0,0,0
rele,syntax,whichend,PASS,1,192,1,235,1225,PASS,1,OK,200,5,363,1414
libc,syntax,whichend,PASS,1,760,26,2032,5711,PASS,1,OK,15288,61,7664,689
newlib,syntax,whichend,PASS,1,428,5,510,6488,PASS,1,OK,452,6,526,11089
PCRE2,syntax,whichend,PASS,1,18744,2,207,2989,PASS,1,OK,18744,3,20687,851
re2,syntax,whichend,PASS,1,3648,77,4724,33953,PASS,1,OK,4216,190,10502,1431
tre,syntax,whichend,PASS,1,1232,31,5260,19870,PASS,1,OK,1232,33,5456,1630
slre,syntax,whichend,PASS,1,40,0,0,260,PASS,1,OK,2980,0,0,1503
tiny-regex-c,syntax,whichend,PASS,1,44,0,0,0,FAIL,1,FAIL,256,0,0,0
subreg,syntax,whichend,PASS,1,32,0,0,0,FAIL,0,FAIL,278,0,0,0
rele,syntax,exponential,PASS,1,192,1,479,2656,PASS,1,OK,272,14,895,10905
libc,syntax,exponential,PASS,1,1048,46,3360,13139,PASS,1,OK,15288,172,19816,795
newlib,syntax,exponential,PASS,1,464,8,1866,10613,PASS,1,OK,464,10,2034,83178
PCRE2,syntax,exponential,PASS,1,18744,2,223,5899,PASS,1,OK,18744,3,20703,1224
re2,syntax,exponential,PASS,1,3648,120,7858,64629,PASS,1,OK,4216,318,20764,1541
tre,syntax,exponential,PASS,1,1232,51,11220,55307,PASS,1,OK,1232,53,11672,10143
slre,syntax,exponential,PASS,1,40,0,0,274,PASS,1,OK,2980,0,0,3173
tiny-regex-c,syntax,exponential,PASS,1,44,0,0,0,FAIL,1,FAIL,544,0,0,0
subreg,syntax,exponential,PASS,1,32,0,0,0,FAIL,0,FAIL,278,0,0,0
rele,syntax,groupref1,PASS,1,192,1,176,1241,PASS,1,OK,404,2,216,824
libc,syntax,groupref1,PASS,1,1224,35,2140,7249,PASS,1,OK,15340,112,8396,9796
newlib,syntax,groupref1,PASS,1,372,7,1488,0,FAIL,0,FAIL,372,7,1488,0
PCRE2,syntax,groupref1,PASS,1,18888,2,224,2861,PASS,1,OK,18888,3,20704,903
re2,syntax,groupref1,FAIL,0,616,11,367,0,FAIL,0,FAIL,0,0,0,0
tre,syntax,groupref1,PASS,1,1232,28,5204,16858,PASS,1,OK,1232,35,6312,2083
slre,syntax,groupref1,PASS,1,40,0,0,0,FAIL,0,FAIL,2560,0,0,0
tiny-regex-c,syntax,groupref1,PASS,1,44,0,0,0,FAIL,0,FAIL,97,0,0,0
subreg,syntax,groupref1,PASS,1,32,0,0,0,FAIL,0,FAIL,438,0,0,0
rele,syntax,groupref2,PASS,1,192,1,176,1238,PASS,1,OK,404,2,216,802
libc,syntax,groupref2,PASS,1,1176,28,2176,0,FAIL,0,FAIL,15288,57,6684,0
newlib,syntax,groupref2,PASS,1,372,7,1526,0,FAIL,0,FAIL,372,7,1526,0
PCRE2,syntax,groupref2,PASS,1,18888,2,227,0,FAIL,1,FAIL,18888,3,20707,0
re2,syntax,groupref2,PASS,1,3648,57,4672,0,FAIL,0,FAIL,4216,82,5716,0
tre,syntax,groupref2,PASS,1,1232,30,6404,0,FAIL,0,FAIL,1232,32,6728,0
slre,syntax,groupref2,PASS,1,40,0,0,0,FAIL,0,FAIL,2560,0,0,0
tiny-regex-c,syntax,groupref2,PASS,1,44,0,0,0,FAIL,0,FAIL,97,0,0,0
subreg,syntax,groupref2,PASS,1,32,0,0,0,FAIL,0,FAIL,438,0,0,0
rele,syntax,groupref3,PASS,1,192,1,176,1238,PASS,1,OK,404,2,216,826
libc,syntax,groupref3,PASS,1,1176,27,2132,0,FAIL,0,FAIL,15288,56,6636,0
newlib,syntax,groupref3,PASS,1,372,7,1513,0,FAIL,0,FAIL,372,7,1513,0
PCRE2,syntax,groupref3,PASS,1,18888,2,224,2893,PASS,1,OK,18888,3,20704,905
re2,syntax,groupref3,FAIL,0,616,11,367,0,FAIL,0,FAIL,0,0,0,0
tre,syntax,groupref3,PASS,1,1232,28,5288,0,FAIL,0,FAIL,1232,30,5572,0
slre,syntax,groupref3,PASS,1,40,0,0,0,FAIL,0,FAIL,2560,0,0,0
tiny-regex-c,syntax,groupref3,PASS,1,44,0,0,0,FAIL,0,FAIL,97,0,0,0
subreg,syntax,groupref3,PASS,1,32,0,0,0,FAIL,0,FAIL,438,0,0,0
rele,syntax,groupref4,PASS,1,192,1,176,1249,PASS,1,OK,404,2,216,826
libc,syntax,groupref4,PASS,1,1176,26,2208,0,FAIL,0,FAIL,15288,55,6708,0
newlib,syntax,groupref4,PASS,1,372,7,1512,0,FAIL,0,FAIL,372,7,1512,0
PCRE2,syntax,groupref4,PASS,1,18888,2,224,2898,PASS,1,OK,18888,3,20704,901
re2,syntax,groupref4,FAIL,0,616,11,367,0,FAIL,0,FAIL,0,0,0,0
tre,syntax,groupref4,PASS,1,1232,28,5216,0,FAIL,0,FAIL,1232,30,5460,0
slre,syntax,groupref4,PASS,1,40,0,0,0,FAIL,0,FAIL,2560,0,0,0
tiny-regex-c,syntax,groupref4,PASS,1,44,0,0,0,FAIL,0,FAIL,97,0,0,0
subreg,syntax,groupref4,PASS,1,32,0,0,0,FAIL,0,FAIL,438,0,0,0
rele,syntax,split-prio,PASS,1,192,1,273,1593,PASS,1,OK,272,23,1329,20227
libc,syntax,split-prio,PASS,1,1232,66,3776,16026,PASS,1,OK,15288,177,10904,16218
newlib,syntax,split-prio,PASS,1,388,5,581,6947,PASS,1,OK,552,6,629,85767
PCRE2,syntax,split-prio,PASS,1,18888,2,237,4165,PASS,1,OK,18888,3,20717,1817
re2,syntax,split-prio,PASS,1,3648,81,6336,50539,PASS,1,OK,4216,208,17304,4304
tre,syntax,split-prio,PASS,1,1232,34,5392,22408,PASS,1,OK,1232,36,5636,6158
slre,syntax,split-prio,PASS,1,40,0,0,260,PASS,1,OK,3300,0,0,78193
tiny-regex-c,syntax,split-prio,PASS,1,44,0,0,0,FAIL,0,FAIL,97,0,0,0
subreg,syntax,split-prio,PASS,1,32,0,0,0,FAIL,0,FAIL,438,0,0,0
rele,syntax,multi1,PASS,1,192,1,156,1160,PASS,1,OK,404,3,236,1057
libc,syntax,multi1,PASS,1,1224,100,6928,25386,PASS,1,OK,15288,186,15568,4656
newlib,syntax,multi1,PASS,1,552,7,851,8050,PASS,1,OK,552,8,883,33350
PCRE2,syntax,multi1,PASS,1,18888,2,271,3548,PASS,1,OK,18888,3,20751,1229
re2,syntax,multi1,PASS,1,3648,69,7012,51308,PASS,1,OK,4216,193,17794,1735
tre,syntax,multi1,PASS,1,1232,41,9068,35577,PASS,1,OK,1232,43,9632,2073
slre,syntax,multi1,PASS,1,40,0,0,0,FAIL,0,FAIL,3036,0,0,0
tiny-regex-c,syntax,multi1,PASS,1,44,0,0,0,FAIL,0,FAIL,97,0,0,0
subreg,syntax,multi1,PASS,1,32,0,0,0,FAIL,0,FAIL,438,0,0,0
rele,syntax,multi2,PASS,1,192,1,156,1171,PASS,1,OK,404,4,276,1325
libc,syntax,multi2,PASS,1,1224,100,6928,24916,PASS,1,OK,15316,228,19468,7078
newlib,syntax,multi2,PASS,1,552,7,851,8053,PASS,1,OK,552,8,883,36440
PCRE2,syntax,multi2,PASS,1,18888,2,271,3552,PASS,1,OK,18888,3,20751,1489
re2,syntax,multi2,PASS,1,3648,69,7012,51383,PASS,1,OK,4216,211,18982,1840
tre,syntax,multi2,PASS,1,1232,41,9068,35642,PASS,1,OK,1232,43,9632,2496
slre,syntax,multi2,PASS,1,40,0,0,0,FAIL,0,FAIL,3036,0,0,0
tiny-regex-c,syntax,multi2,PASS,1,44,0,0,0,FAIL,0,FAIL,97,0,0,0
subreg,syntax,multi2,PASS,1,32,0,0,0,FAIL,0,FAIL,438,0,0,0
rele,syntax,multi3,PASS,1,192,1,156,1176,PASS,1,OK,404,4,276,1533
libc,syntax,multi3,PASS,1,1224,100,6928,25044,PASS,1,OK,15316,256,22984,8438
newlib,syntax,multi3,PASS,1,552,7,851,8014,PASS,1,OK,552,8,883,41441
PCRE2,syntax,multi3,PASS,1,18888,2,271,3537,PASS,1,OK,18888,3,20751,1529
re2,syntax,multi3,PASS,1,3648,69,7012,51347,PASS,1,OK,4216,229,20142,1930
tre,syntax,multi3,PASS,1,1232,41,9068,35318,PASS,1,OK,1232,43,9632,3011
slre,syntax,multi3,PASS,1,40,0,0,0,FAIL,0,FAIL,3036,0,0,0
tiny-regex-c,syntax,multi3,PASS,1,44,0,0,0,FAIL,0,FAIL,97,0,0,0
subreg,syntax,multi3,PASS,1,32,0,0,0,FAIL,0,FAIL,438,0,0,0
rele,syntax,nestedgroup,PASS,1,312,1,598,3923,PASS,1,OK,264,2,678,1856
libc,syntax,nestedgroup,PASS,1,3164,67,4564,19231,PASS,1,OK,15288,175,21584,4354
newlib,syntax,nestedgroup,PASS,1,772,7,1742,9464,PASS,1,OK,772,8,1854,36588
PCRE2,syntax,nestedgroup,PASS,1,20516,2,319,7130,PASS,1,OK,20516,3,20799,2331
re2,syntax,nestedgroup,PASS,1,3760,166,17342,137543,PASS,1,OK,4216,381,50044,3547
tre,syntax,nestedgroup,PASS,1,1232,53,10736,55156,PASS,1,OK,1232,55,12148,5222
slre,syntax,nestedgroup,PASS,1,40,0,0,279,PASS,1,OK,3756,0,0,10830
tiny-regex-c,syntax,nestedgroup,PASS,1,44,0,0,0,FAIL,0,FAIL,113,0,0,0
subreg,syntax,nestedgroup,PASS,1,32,0,0,0,FAIL,0,FAIL,438,0,0,0
rele,syntax,greedymatch,PASS,1,192,1,133,656,PASS,1,OK,200,3,197,546
libc,syntax,greedymatch,PASS,1,808,26,1940,5478,PASS,1,OK,15268,37,4172,654
newlib,syntax,greedymatch,PASS,1,372,5,413,5589,PASS,1,OK,448,6,429,3241
PCRE2,syntax,greedymatch,PASS,1,18744,2,201,1715,PASS,1,OK,18744,3,20681,636
re2,syntax,greedymatch,PASS,1,3648,45,3492,17553,PASS,1,OK,4216,117,7366,1382
tre,syntax,greedymatch,PASS,1,1232,23,3860,8942,PASS,1,OK,1232,25,3960,967
slre,syntax,greedymatch,PASS,1,40,0,0,261,PASS,1,OK,2980,0,0,1703
tiny-regex-c,syntax,greedymatch,PASS,1,44,0,0,187,PASS,1,OK,192,0,0,395
subreg,syntax,greedymatch,PASS,1,32,0,0,0,FAIL,0,FAIL,278,0,0,0
rele,syntax,hex1,PASS,1,192,1,113,649,PASS,1,OK,200,2,145,411
libc,syntax,hex1,PASS,1,808,19,1780,0,FAIL,0,FAIL,15288,33,3996,0
newlib,syntax,hex1,PASS,1,292,4,403,0,FAIL,0,FAIL,292,4,403,0
PCRE2,syntax,hex1,PASS,1,18744,2,201,1396,PASS,1,OK,18744,3,20681,573
re2,syntax,hex1,PASS,1,3648,41,3318,15622,PASS,1,OK,4216,109,6918,1422
tre,syntax,hex1,PASS,1,1232,23,3832,7347,PASS,1,OK,1232,25,3932,767
slre,syntax,hex1,PASS,1,40,0,0,268,PASS,1,OK,2932,0,0,1480
tiny-regex-c,syntax,hex1,PASS,1,44,0,0,0,FAIL,0,FAIL,97,0,0,0
subreg,syntax,hex1,PASS,1,32,0,0,0,FAIL,0,FAIL,320,0,0,0
rele,syntax,hex2,PASS,1,192,1,117,848,PASS,1,OK,404,2,149,623
libc,syntax,hex2,PASS,1,760,22,1912,0,FAIL,0,FAIL,15288,36,4128,0
newlib,syntax,hex2,PASS,1,344,7,1506,0,FAIL,0,FAIL,296,7,1506,0
PCRE2,syntax,hex2,PASS,1,18744,2,207,2000,PASS,1,OK,18744,3,20687,691
re2,syntax,hex2,PASS,1,3648,46,3879,22698,PASS,1,OK,4216,136,8829,1481
tre,syntax,hex2,PASS,1,1232,25,5116,14502,PASS,1,OK,1232,27,5312,1172
slre,syntax,hex2,PASS,1,40,0,0,263,PASS,1,OK,2932,0,0,2007
tiny-regex-c,syntax,hex2,PASS,1,44,0,0,0,FAIL,0,FAIL,97,0,0,0
subreg,syntax,hex2,PASS,1,32,0,0,0,FAIL,0,FAIL,320,0,0,0
rele,syntax,matchall1,PASS,1,192,1,153,785,PASS,1,OK,200,3,217,254014
libc,syntax,matchall1,PASS,1,760,48,2532,8834,PASS,1,OK,15280,56,4700,1902105
newlib,syntax,matchall1,PASS,1,492,5,459,6026,PASS,1,OK,552,6,475,91250609
PCRE2,syntax,matchall1,PASS,1,18600,2,202,1909,PASS,1,OK,18600,3,20682,265740
re2,syntax,matchall1,PASS,1,3648,75,5616,37353,PASS,1,OK,4216,145,10695,257440
tre,syntax,matchall1,PASS,1,1232,29,4708,14028,PASS,1,OK,1232,31,4808,3052701
slre,syntax,matchall1,PASS,1,40,0,0,252,PASS,1,OK,2980,0,0,5456320
tiny-regex-c,syntax,matchall1,PASS,1,44,0,0,214,PASS,1,OK,153,0,0,882416
subreg,syntax,matchall1,PASS,1,32,0,0,199,PASS,1,OK,276,0,0,2419842
rele,syntax,matchall2,PASS,1,192,1,233,1388,PASS,1,OK,200,3,329,254841
libc,syntax,matchall2,PASS,1,1224,58,3424,13200,PASS,1,OK,15288,152,450660,17283364
newlib,syntax,matchall2,PASS,1,396,3,455,5927,PASS,1,OK,552,4,503,105546717
PCRE2,syntax,matchall2,PASS,1,18888,2,235,3670,PASS,1,OK,18888,3,20715,264079
re2,syntax,matchall2,PASS,1,3648,94,8328,64159,PASS,1,OK,4216,178,16337,803677
tre,syntax,matchall2,PASS,1,1232,33,5204,20288,PASS,1,OK,1232,35,5368,6033487
slre,syntax,matchall2,PASS,1,40,0,0,266,PASS,1,OK,3212,0,0,6345660
tiny-regex-c,syntax,matchall2,PASS,1,44,0,0,0,FAIL,0,FAIL,113,0,0,0
subreg,syntax,matchall2,PASS,1,32,0,0,203,PASS,1,OK,436,0,0,2420441
rele,syntax,emptymatches,PASS,1,192,1,173,1002,PASS,1,OK,200,5,333,934
libc,syntax,emptymatches,PASS,1,1224,101,4592,25113,PASS,1,OK,15280,128,6464,3326
newlib,syntax,emptymatches,PASS,1,428,4,471,6088,PASS,1,OK,552,5,503,4681
PCRE2,syntax,emptymatches,PASS,1,18716,2,217,2947,PASS,1,OK,18716,3,20697,683
re2,syntax,emptymatches,PASS,1,3648,51,4050,23560,PASS,1,OK,4216,122,9258,2427
tre,syntax,emptymatches,PASS,1,1232,31,4812,15029,PASS,1,OK,1232,33,4936,762
slre,syntax,emptymatches,PASS,1,40,0,0,0,FAIL,0,FAIL,3212,0,0,0
tiny-regex-c,syntax,emptymatches,PASS,1,44,0,0,0,FAIL,0,FAIL,97,0,0,0
subreg,syntax,emptymatches,PASS,1,32,0,0,0,FAIL,0,FAIL,438,0,0,0
rele,syntax,emptymatches2,PASS,1,192,1,253,1506,PASS,1,OK,200,6,493,13512
libc,syntax,emptymatches2,PASS,1,1224,121,5664,29885,PASS,1,OK,15280,190,11408,6240
newlib,syntax,emptymatches2,PASS,1,508,5,553,6795,PASS,1,OK,552,6,601,17707
PCRE2,syntax,emptymatches2,PASS,1,18888,2,235,4296,PASS,1,OK,18888,3,20715,5707
re2,syntax,emptymatches2,PASS,1,3648,64,4646,33181,PASS,1,OK,4216,162,11662,2832
tre,syntax,emptymatches2,PASS,1,1232,35,5292,21390,PASS,1,OK,1232,37,5488,2329
slre,syntax,emptymatches2,PASS,1,40,0,0,0,FAIL,1,FAIL,3212,0,0,0
tiny-regex-c,syntax,emptymatches2,PASS,1,44,0,0,0,FAIL,0,FAIL,97,0,0,0
subreg,syntax,emptymatches2,PASS,1,32,0,0,0,FAIL,0,FAIL,438,0,0,0
rele,syntax,emptymatches3,PASS,1,192,1,253,1534,PASS,1,OK,200,4,397,1806
libc,syntax,emptymatches3,PASS,1,1224,126,5972,30553,PASS,1,OK,15288,182,9404,5911
newlib,syntax,emptymatches3,FAIL,0,388,3,455,0,FAIL,0,FAIL,0,0,0,0
PCRE2,syntax,emptymatches3,PASS,1,18888,2,235,4300,PASS,1,OK,18888,3,20715,868
re2,syntax,emptymatches3,PASS,1,3648,64,4646,33283,PASS,1,OK,4216,155,11298,2749
tre,syntax,emptymatches3,PASS,1,1232,35,5296,21572,PASS,1,OK,1232,37,5492,1238
slre,syntax,emptymatches3,PASS,1,40,0,0,0,FAIL,0,FAIL,3212,0,0,0
tiny-regex-c,syntax,emptymatches3,PASS,1,44,0,0,0,FAIL,0,FAIL,97,0,0,0
subreg,syntax,emptymatches3,PASS,1,32,0,0,0,FAIL,0,FAIL,438,0,0,0
rele,syntax,emptymatches4,PASS,1,192,1,216,1462,PASS,1,OK,200,5,376,2449
libc,syntax,emptymatches4,PASS,1,6768,574,68340,210308,PASS,1,OK,15336,686,93740,22612
newlib,syntax,emptymatches4,PASS,1,944,21,8719,20275,PASS,1,OK,944,23,9427,237248
PCRE2,syntax,emptymatches4,PASS,1,19064,2,458,13585,PASS,1,OK,19064,3,20938,4309
re2,syntax,emptymatches4,PASS,1,3648,181,19372,153612,PASS,1,OK,4216,415,51730,4699
tre,syntax,emptymatches4,PASS,1,1232,278,45648,216007,PASS,1,OK,1232,280,46660,20241
slre,syntax,emptymatches4,PASS,1,40,0,0,0,FAIL,0,FAIL,3124,0,0,0
tiny-regex-c,syntax,emptymatches4,PASS,1,44,0,0,0,FAIL,0,FAIL,97,0,0,0
subreg,syntax,emptymatches4,PASS,1,32,0,0,0,FAIL,0,FAIL,438,0,0,0
rele,syntax,emptymatches5,PASS,1,192,1,216,1329,PASS,1,OK,200,6,416,2663
libc,syntax,emptymatches5,PASS,1,1232,53,2868,0,FAIL,1,FAIL,15288,111,7976,0
newlib,syntax,emptymatches5,PASS,1,452,5,555,6725,PASS,1,OK,656,6,587,22171
PCRE2,syntax,emptymatches5,PASS,1,18744,2,224,3577,PASS,1,OK,18744,3,20704,1412
re2,syntax,emptymatches5,PASS,1,3648,65,4966,0,FAIL,1,FAIL,4216,171,12854,0
tre,syntax,emptymatches5,PASS,1,1232,36,6384,0,FAIL,1,FAIL,1232,38,6676,0
slre,syntax,emptymatches5,PASS,1,40,0,0,0,FAIL,1,FAIL,3212,0,0,0
tiny-regex-c,syntax,emptymatches5,PASS,1,44,0,0,0,FAIL,0,FAIL,97,0,0,0
subreg,syntax,emptymatches5,PASS,1,32,0,0,0,FAIL,0,FAIL,438,0,0,0
rele,syntax,broken,PASS,1,192,1,196,1157,PASS,1,OK,492,4,292,2865
libc,syntax,broken,PASS,1,760,27,2036,6294,PASS,1,OK,15280,72,6924,1025
newlib,syntax,broken,PASS,1,464,5,515,6621,PASS,1,OK,552,6,531,218185
PCRE2,syntax,broken,PASS,1,18744,2,209,3007,PASS,1,OK,18744,3,20689,2304
re2,syntax,broken,PASS,1,3648,91,8026,57328,PASS,1,OK,4216,218,19410,1711
tre,syntax,broken,PASS,1,1232,31,6396,24767,PASS,1,OK,1232,33,6624,4594
slre,syntax,broken,PASS,1,40,0,0,261,PASS,1,OK,3068,0,0,9020
tiny-regex-c,syntax,broken,PASS,1,44,0,0,257,PASS,1,OK,272,0,0,2079
subreg,syntax,broken,PASS,1,32,0,0,0,FAIL,0,FAIL,278,0,0,0
rele,syntax,taskoptimiser1,PASS,1,192,1,315,2137,PASS,1,OK,200,6,555,3258
libc,syntax,taskoptimiser1,PASS,1,1224,65,3912,15593,PASS,1,OK,15288,199,11860,17825
newlib,syntax,taskoptimiser1,PASS,1,388,4,491,0,FAIL,0,FAIL,388,4,491,0
PCRE2,syntax,taskoptimiser1,PASS,1,18888,2,242,4518,PASS,1,OK,18888,3,20722,1988
re2,syntax,taskoptimiser1,FAIL,0,616,16,479,0,FAIL,0,FAIL,0,0,0,0
tre,syntax,taskoptimiser1,PASS,1,1232,33,6496,24991,PASS,1,OK,1232,40,7624,3521
slre,syntax,taskoptimiser1,PASS,1,40,0,0,0,FAIL,0,FAIL,2560,0,0,0
tiny-regex-c,syntax,taskoptimiser1,PASS,1,44,0,0,0,FAIL,0,FAIL,97,0,0,0
subreg,syntax,taskoptimiser1,PASS,1,32,0,0,0,FAIL,0,FAIL,438,0,0,0
rele,syntax,lee,PASS,1,192,1,133,652,PASS,1,OK,200,3,197,475
libc,syntax,lee,PASS,1,808,29,2136,0,FAIL,1,FAIL,15268,40,4368,0
newlib,syntax,lee,FAIL,0,308,3,383,0,FAIL,0,FAIL,0,0,0,0
PCRE2,syntax,lee,PASS,1,18744,2,201,1741,PASS,1,OK,18744,3,20681,641
re2,syntax,lee,PASS,1,3648,45,3492,17548,PASS,1,OK,4216,115,7290,1359
tre,syntax,lee,PASS,1,1232,23,3864,8331,PASS,1,OK,1232,25,3964,787
slre,syntax,lee,PASS,1,40,0,0,266,PASS,1,OK,2980,0,0,942
tiny-regex-c,syntax,lee,PASS,1,44,0,0,0,FAIL,1,FAIL,192,0,0,0
subreg,syntax,lee,PASS,1,32,0,0,0,FAIL,0,FAIL,278,0,0,0
