Hello!
engine,group,name,compile_pass,compile_rc,compile_stack,compile_allocs,compile_allocated,compile_time,match_pass,match_rc,match_results,match_stack,match_allocs,match_allocated,match_timerele,caseless,simpleicase,PASS,1,252,1,116,716,PASS,1,OK,260,2,148,527
re2,nextmatch,nm5,PASS,1,3648,75,5616,37219,PASS,1,OK,4216,145,10695,937
tre,nextmatch,nm5,PASS,1,1232,29,4712,13628,PASS,1,OK,1232,31,4812,1877
slre,nextmatch,nm5,PASS,1,40,0,0,267,PASS,1,OK,2980,0,0,2920
tiny-regex-c,nextmatch,nm5,PASS,1,44,0,0,0,FAIL,0,FAIL,177,0,0,0
subreg,nextmatch,nm5,PASS,1,32,0,0,0,FAIL,0,FAIL,278,0,0,0
rele,nextmatch,dp1,PASS,1,192,1,196,1201,PASS,1,OK,492,4,292,2387
libc,nextmatch,dp1,PASS,1,808,25,1964,0,FAIL,0,FAIL,15352,78,7992,0
newlib,nextmatch,dp1,PASS,1,352,7,1492,0,FAIL,0,FAIL,308,7,1492,0
PCRE2,nextmatch,dp1,PASS,1,18744,2,208,2835,PASS,1,OK,18744,3,20688,1438
re2,nextmatch,dp1,PASS,1,3648,77,6110,46198,PASS,1,OK,4216,217,16529,1653
tre,nextmatch,dp1,PASS,1,2268,26,5360,25027,PASS,1,OK,2268,28,5588,3952
slre,nextmatch,dp1,PASS,1,40,0,0,256,PASS,1,OK,2980,0,0,8274
tiny-regex-c,nextmatch,dp1,PASS,1,44,0,0,260,PASS,1,OK,193,0,0,1337
subreg,nextmatch,dp1,PASS,1,32,0,0,0,FAIL,0,FAIL,278,0,0,0
rele,nextmatch,dp2,PASS,1,192,1,196,1206,PASS,1,OK,492,3,260,1176
libc,nextmatch,dp2,PASS,1,760,28,2176,0,FAIL,0,FAIL,15288,83,8212,0
newlib,nextmatch,dp2,FAIL,0,312,3,419,0,FAIL,0,FAIL,0,0,0,0
PCRE2,nextmatch,dp2,PASS,1,18744,2,208,2905,PASS,1,OK,18744,3,20688,1136
re2,nextmatch,dp2,PASS,1,3648,77,6110,45485,PASS,1,OK,4216,200,15430,1455
tre,nextmatch,dp2,PASS,1,2268,26,5364,24968,PASS,1,OK,2268,28,5592,1905
slre,nextmatch,dp2,PASS,1,40,0,0,274,PASS,1,OK,2980,0,0,2531
tiny-regex-c,nextmatch,dp2,PASS,1,44,0,0,0,FAIL,0,FAIL,177,0,0,0
subreg,nextmatch,dp2,PASS,1,32,0,0,0,FAIL,0,FAIL,278,0,0,0
rele,nextmatch,dp3,PASS,1,192,1,193,1066,PASS,1,OK,200,4,289,1783
libc,nextmatch,dp3,PASS,1,760,23,1876,0,FAIL,0,FAIL,15288,52,5448,0
newlib,nextmatch,dp3,PASS,1,308,4,410,0,FAIL,0,FAIL,308,4,410,0
PCRE2,nextmatch,dp3,PASS,1,18744,2,204,2479,PASS,1,OK,18744,3,20684,1489
re2,nextmatch,dp3,PASS,1,3648,74,5738,42809,PASS,1,OK,4216,187,13793,1508
tre,nextmatch,dp3,PASS,1,2268,26,5192,20611,PASS,1,OK,2268,28,5356,2674
slre,nextmatch,dp3,PASS,1,40,0,0,257,PASS,1,OK,2980,0,0,5414
tiny-regex-c,nextmatch,dp3,PASS,1,44,0,0,238,PASS,1,OK,193,0,0,1115
subreg,nextmatch,dp3,PASS,1,32,0,0,0,FAIL,0,FAIL,278,0,0,0
rele,nextmatch,dp4,PASS,1,192,1,193,1071,PASS,0,FAIL,200,2,225,494
libc,nextmatch,dp4,PASS,1,760,23,1876,4761,PASS,0,FAIL,15288,40,4228,1616
newlib,nextmatch,dp4,PASS,1,308,4,410,5534,PASS,0,FAIL,308,4,410,275
PCRE2,nextmatch,dp4,PASS,1,18744,2,204,0,FAIL,1,FAIL,18744,3,20684,0
re2,nextmatch,dp4,PASS,1,3648,74,5738,42613,PASS,0,FAIL,4216,92,6618,811
tre,nextmatch,dp4,PASS,1,2268,26,5192,20550,PASS,0,FAIL,2268,28,5356,1378
slre,nextmatch,dp4,PASS,1,40,0,0,259,PASS,0,FAIL,2980,0,0,9543
tiny-regex-c,nextmatch,dp4,PASS,1,44,0,0,242,PASS,0,FAIL,177,0,0,2501
subreg,nextmatch,dp4,PASS,1,32,0,0,200,PASS,0,FAIL,278,0,0,1279
rele,performance,longnomatch,PASS,1,192,1,179,2232,PASS,0,FAIL,404,1,179,236366
libc,performance,longnomatch,PASS,1,760,52,6356,15313,PASS,0,FAIL,15288,73,9680,1257535
newlib,performance,longnomatch,PASS,1,352,7,1890,10131,PASS,0,FAIL,352,7,1890,275751
PCRE2,performance,longnomatch,PASS,1,18744,2,252,0,FAIL,1,FAIL,18744,3,20732,0
re2,performance,longnomatch,PASS,1,3740,67,14304,70217,PASS,0,FAIL,4216,117,21356,208969
tre,performance,longnomatch,PASS,1,1252,36,12120,63319,PASS,0,FAIL,1252,38,13020,20061955
slre,performance,longnomatch,PASS,1,40,0,0,282,PASS,0,FAIL,2892,0,0,61567397
tiny-regex-c,performance,longnomatch,PASS,1,44,0,0,625,PASS,0,FAIL,97,0,0,10516063
subreg,performance,longnomatch,PASS,1,32,0,0,222,PASS,0,FAIL,278,0,0,1809
rele,performance,longmatch,PASS,1,192,1,179,2230,PASS,1,OK,404,2,211,235667
libc,performance,longmatch,PASS,1,816,52,6356,15452,PASS,1,OK,15288,246,35400,1271735
newlib,performance,longmatch,PASS,1,352,7,1890,10050,PASS,1,OK,352,8,1906,361084
PCRE2,performance,longmatch,PASS,1,18744,2,252,5687,PASS,1,OK,18744,3,20732,1244748
re2,performance,longmatch,PASS,1,3740,67,14304,69888,PASS,1,OK,4216,202,31189,209301
tre,performance,longmatch,PASS,1,1252,36,12120,63411,PASS,1,OK,1252,38,13020,19920118
slre,performance,longmatch,PASS,1,40,0,0,280,PASS,1,OK,2892,0,0,62268832
tiny-regex-c,performance,longmatch,PASS,1,44,0,0,627,PASS,1,OK,97,0,0,10643464
subreg,performance,longmatch,PASS,1,32,0,0,0,FAIL,0,FAIL,278,0,0,0
rele,performance,longstarmatch,PASS,1,264,1,262,2796,PASS,1,OK,492,3,326,2083045
libc,performance,longstarmatch,PASS,1,748,60,8404,19141,PASS,1,OK,15288,406,43792,3196320
newlib,performance,longstarmatch,PASS,1,352,7,1958,11013,PASS,1,OK,556,9,2122,5275984910
PCRE2,performance,longstarmatch,PASS,1,18744,2,260,0,FAIL,1,FAIL,18744,3,20740,0
re2,performance,longstarmatch,PASS,1,3708,87,9624,0,FAIL,0,FAIL,4216,236,31714,0
tre,performance,longstarmatch,PASS,1,1380,39,13568,75459,PASS,1,OK,1380,41,14596,41631867
slre,performance,longstarmatch,PASS,1,40,0,0,293,PASS,1,OK,2980,0,0,63020171
tiny-regex-c,performance,longstarmatch,PASS,1,44,0,0,0,FAIL,1,FAIL,192,0,0,0
subreg,performance,longstarmatch,PASS,1,32,0,0,0,FAIL,0,FAIL,278,0,0,0
rele,performance,longset,PASS,1,192,1,219,1560,PASS,0,FAIL,200,2,251,1983434
libc,performance,longset,PASS,1,808,33,2468,9034,PASS,0,FAIL,15288,54,5792,1598587
newlib,performance,longset,PASS,1,368,9,1998,14694,PASS,0,FAIL,368,9,1998,376883
PCRE2,performance,longset,PASS,1,18744,2,253,0,FAIL,1,FAIL,18744,3,20733,0
re2,performance,longset,PASS,1,3704,64,5742,40312,PASS,0,FAIL,4216,112,10300,212156
tre,performance,longset,PASS,1,1264,32,8028,35583,PASS,0,FAIL,1264,34,8480,32047706
slre,performance,longset,PASS,1,40,0,0,269,PASS,0,FAIL,2940,0,0,108614685
tiny-regex-c,performance,longset,PASS,1,44,0,0,398,PASS,0,FAIL,136,0,0,26982472
subreg,performance,longset,PASS,1,32,0,0,207,PASS,0,FAIL,278,0,0,1125
rele,performance,longstar,PASS,1,192,1,244,1815,PASS,0,FAIL,492,2,276,5745320
libc,performance,longstar,PASS,1,808,41,3728,10843,PASS,0,FAIL,15288,83,8528,249842680
newlib,performance,longstar,PASS,1,352,7,1647,8756,PASS,0,FAIL,316,7,1647,88996
PCRE2,performance,longstar,PASS,1,18744,2,226,0,FAIL,1,FAIL,18744,3,20706,0
re2,performance,longstar,PASS,1,3648,81,7264,58671,PASS,0,FAIL,4216,147,14284,53131
tre,performance,longstar,PASS,1,1232,31,8012,39255,PASS,0,FAIL,1232,33,8496,10523133
slre,performance,longstar,PASS,1,40,0,0,265,PASS,0,FAIL,2980,0,0,11206258369
tiny-regex-c,performance,longstar,PASS,1,44,0,0,421,PASS,0,FAIL,177,0,0,1610877315
subreg,performance,longstar,PASS,1,32,0,0,217,PASS,0,FAIL,278,0,0,1182
rele,performance,evil,PASS,1,192,1,240,1849,PASS,1,OK,492,2053,98736,21760083
libc,performance,evil,PASS,1,1232,68,3396,16356,PASS,1,OK,15288,243,28108,709047
newlib,performance,evil,PASS,1,396,8,1755,9292,PASS,1,OK,552,9,1803,8220958
PCRE2,performance,evil,PASS,1,18888,2,249,5179,PASS,1,OK,18888,3,20729,15417
re2,performance,evil,PASS,1,3648,96,8890,71725,PASS,1,OK,4216,259,30082,75403
tre,performance,evil,PASS,1,1232,43,8044,41447,PASS,1,OK,1232,45,8576,280443
slre,performance,evil,PASS,1,40,0,0,0,FAIL,1,FAIL,3212,0,0,0
tiny-regex-c,performance,evil,PASS,1,44,0,0,0,FAIL,0,FAIL,177,0,0,0
subreg,performance,evil,PASS,1,32,0,0,0,FAIL,0,FAIL,436,0,0,0
rele,syntax,simplematch,PASS,1,192,1,116,675,PASS,1,OK,404,2,148,614
libc,syntax,simplematch,PASS,1,808,19,1692,3735,PASS,1,OK,15288,41,6040,669
newlib,syntax,simplematch,PASS,1,348,5,415,5560,PASS,1,OK,372,6,431,3075
PCRE2,syntax,simplematch,PASS,1,18744,2,205,1723,PASS,1,OK,18744,3,20685,674
re2,syntax,simplematch,PASS,1,3648,44,3650,18946,PASS,1,OK,4216,127,8110,1500
tre,syntax,simplematch,PASS,1,1232,25,5020,12274,PASS,1,OK,1232,27,5184,1045
slre,syntax,simplematch,PASS,1,40,0,0,257,PASS,1,OK,2892,0,0,2049
tiny-regex-c,syntax,simplematch,PASS,1,44,0,0,186,PASS,1,OK,112,0,0,463
subreg,syntax,simplematch,PASS,1,32,0,0,0,FAIL,0,FAIL,278,0,0,0
rele,syntax,groupmatch,PASS,1,192,1,136,926,PASS,1,OK,404,2,176,660
libc,syntax,groupmatch,PASS,1,1176,25,1908,5262,PASS,1,OK,15352,49,6340,1396
newlib,syntax,groupmatch,PASS,1,372,4,411,5422,PASS,1,OK,372,5,443,3598
PCRE2,syntax,groupmatch,PASS,1,18888,2,221,2346,PASS,1,OK,18888,3,20701,791
re2,syntax,groupmatch,PASS,1,3648,47,4014,23265,PASS,1,OK,4216,131,9046,1718
tre,syntax,groupmatch,PASS,1,1232,27,5092,15476,PASS,1,OK,1232,29,5256,1063
slre,syntax,groupmatch,PASS,1,40,0,0,258,PASS,1,OK,3036,0,0,2554
tiny-regex-c,syntax,groupmatch,PASS,1,44,0,0,0,FAIL,0,FAIL,97,0,0,0
subreg,syntax,groupmatch,PASS,1,32,0,0,0,FAIL,0,FAIL,438,0,0,0
rele,syntax,simpledotstar,PASS,1,192,1,156,904,PASS,1,OK,492,3,220,1088
libc,syntax,simpledotstar,PASS,1,760,23,1900,4945,PASS,1,OK,15288,63,6636,962
newlib,syntax,simpledotstar,PASS,1,476,5,471,6118,PASS,1,OK,552,6,487,77867
PCRE2,syntax,simpledotstar,PASS,1,18744,2,207,2460,PASS,1,OK,18744,3,20687,1555
re2,syntax,simpledotstar,PASS,1,3648,73,5842,40202,PASS,1,OK,4216,191,14353,1623
tre,syntax,simpledotstar,PASS,1,1232,28,5200,18231,PASS,1,OK,1232,30,5396,3605
slre,syntax,simpledotstar,PASS,1,40,0,0,265,PASS,1,OK,2980,0,0,7335
tiny-regex-c,syntax,simpledotstar,PASS,1,44,0,0,219,PASS,1,OK,192,0,0,1354
subreg,syntax,simpledotstar,PASS,1,32,0,0,0,FAIL,0,FAIL,278,0,0,0
rele,syntax,dotstar2,PASS,1,192,1,196,1220,PASS,1,OK,492,3,260,2201
libc,syntax,dotstar2,PASS,1,760,24,1984,0,FAIL,0,FAIL,15288,70,6840,0
newlib,syntax,dotstar2,PASS,1,372,8,1560,0,FAIL,0,FAIL,352,8,1560,0
PCRE2,syntax,dotstar2,PASS,1,18744,2,208,2899,PASS,1,OK,18744,3,20688,1574
re2,syntax,dotstar2,PASS,1,3648,77,6076,43793,PASS,1,OK,4216,202,15377,1743
tre,syntax,dotstar2,PASS,1,2268,29,5416,26725,PASS,1,OK,2268,31,5644,4514
slre,syntax,dotstar2,PASS,1,40,0,0,254,PASS,1,OK,2980,0,0,9525
tiny-regex-c,syntax,dotstar2,PASS,1,44,0,0,260,PASS,1,OK,193,0,0,1533
subreg,syntax,dotstar2,PASS,1,32,0,0,0,FAIL,0,FAIL,278,0,0,0
rele,syntax,dotstargreedy,PASS,1,192,1,196,1211,PASS,1,OK,492,4,292,2356
libc,syntax,dotstargreedy,PASS,1,760,24,1984,0,FAIL,0,FAIL,15288,70,6840,0
newlib,syntax,dotstargreedy,PASS,1,372,8,1560,0,FAIL,0,FAIL,352,8,1560,0
PCRE2,syntax,dotstargreedy,PASS,1,18744,2,208,2864,PASS,1,OK,18744,3,20688,1678
re2,syntax,dotstargreedy,PASS,1,3648,77,6076,43560,PASS,1,OK,4216,213,15953,1656
tre,syntax,dotstargreedy,PASS,1,2268,29,5416,26491,PASS,1,OK,2268,31,5644,4133
slre,syntax,dotstargreedy,PASS,1,40,0,0,261,PASS,1,OK,2980,0,0,8789
tiny-regex-c,syntax,dotstargreedy,PASS,1,44,0,0,259,PASS,1,OK,193,0,0,1526
subreg,syntax,dotstargreedy,PASS,1,32,0,0,0,FAIL,0,FAIL,278,0,0,0
rele,syntax,dotstarlazy,PASS,1,192,1,196,1208,PASS,1,OK,492,3,260,1140
libc,syntax,dotstarlazy,PASS,1,760,27,2200,0,FAIL,0,FAIL,15288,83,8244,0
newlib,syntax,dotstarlazy,FAIL,0,316,3,427,0,FAIL,0,FAIL,0,0,0,0
PCRE2,syntax,dotstarlazy,PASS,1,18744,2,208,2855,PASS,1,OK,18744,3,20688,1086
re2,syntax,dotstarlazy,PASS,1,3648,77,6076,42858,PASS,1,OK,4216,195,14798,1493
tre,syntax,dotstarlazy,PASS,1,2268,29,5420,26948,PASS,1,OK,2268,31,5648,1776
slre,syntax,dotstarlazy,PASS,1,40,0,0,263,PASS,1,OK,2980,0,0,2197
tiny-regex-c,syntax,dotstarlazy,PASS,1,44,0,0,0,FAIL,0,FAIL,177,0,0,0
subreg,syntax,dotstarlazy,PASS,1,32,0,0,0,FAIL,0,FAIL,278,0,0,0
rele,syntax,another,PASS,1,192,1,256,1828,PASS,1,OK,492,4,424,2156
libc,syntax,another,PASS,1,1176,68,3228,16776,PASS,1,OK,15280,199,12276,9945
newlib,syntax,another,PASS,1,428,5,635,7294,PASS,1,OK,552,6,699,88126
PCRE2,syntax,another,PASS,1,18888,2,257,5053,PASS,1,OK,18888,3,20737,2910
re2,syntax,another,PASS,1,3648,98,8758,68472,PASS,1,OK,4216,231,22902,5080
tre,syntax,another,PASS,1,1232,40,6676,30003,PASS,1,OK,1232,42,7016,2971
slre,syntax,another,PASS,1,40,0,0,262,PASS,1,OK,3300,0,0,21327
tiny-regex-c,syntax,another,PASS,1,44,0,0,0,FAIL,0,FAIL,97,0,0,0
subreg,syntax,another,PASS,1,32,0,0,0,FAIL,0,FAIL,438,0,0,0
rele,syntax,greedy,PASS,1,192,1,173,1020,PASS,1,OK,200,4,293,2384
libc,syntax,greedy,PASS,1,1224,37,2216,7482,PASS,1,OK,15288,99,6656,12796
newlib,syntax,greedy,PASS,1,452,5,469,6049,PASS,1,OK,552,6,501,48228
PCRE2,syntax,greedy,PASS,1,18888,2,219,2890,PASS,1,OK,18888,3,20699,1248
re2,syntax,greedy,PASS,1,3648,72,5706,42013,PASS,1,OK,4216,178,14073,3913
tre,syntax,greedy,PASS,1,1232,31,5132,16459,PASS,1,OK,1232,33,5296,3252
slre,syntax,greedy,PASS,1,40,0,0,259,PASS,1,OK,3124,0,0,7444
tiny-regex-c,syntax,greedy,PASS,1,44,0,0,0,FAIL,0,FAIL,97,0,0,0
subreg,syntax,greedy,PASS,1,32,0,0,0,FAIL,0,FAIL,436,0,0,0
rele,syntax,lazy,PASS,1,192,1,173,1017,PASS,1,OK,200,3,253,630
libc,syntax,lazy,PASS,1,1224,42,2396,0,FAIL,1,FAIL,15288,104,6868,0
newlib,syntax,lazy,FAIL,0,396,3,419,0,FAIL,0,FAIL,0,0,0,0
PCRE2,syntax,lazy,PASS,1,18888,2,219,2831,PASS,1,OK,18888,3,20699,1092
re2,syntax,lazy,PASS,1,3648,72,5706,41537,PASS,1,OK,4216,172,13690,2755
tre,syntax,lazy,PASS,1,1232,31,5136,16522,PASS,1,OK,1232,33,5300,1256
slre,syntax,lazy,PASS,1,40,0,0,0,FAIL,1,FAIL,3124,0,0,0
tiny-regex-c,syntax,lazy,PASS,1,44,0,0,0,FAIL,0,FAIL,97,0,0,0
subreg,syntax,lazy,PASS,1,32,0,0,0,FAIL,0,FAIL,438,0,0,0
rele,syntax,10,PASS,1,264,1,279,1801,PASS,1,OK,200,3,359,1431
libc,syntax,10,PASS,1,1096,78,3932,18185,PASS,1,OK,15288,182,12796,6650
newlib,syntax,10,PASS,1,388,7,1536,7851,PASS,1,OK,448,8,1568,24940
PCRE2,syntax,10,PASS,1,18888,2,230,3709,PASS,1,OK,18888,3,20710,899
re2,syntax,10,PASS,1,3648,66,4654,32877,PASS,1,OK,3648,66,4654,646
tre,syntax,10,PASS,1,1232,33,6560,29192,PASS,1,OK,1232,35,6996,1847
slre,syntax,10,PASS,1,40,0,0,264,PASS,1,OK,3124,0,0,3074
tiny-regex-c,syntax,10,PASS,1,44,0,0,0,FAIL,0,FAIL,97,0,0,0
subreg,syntax,10,PASS,1,32,0,0,209,PASS,1,OK,438,0,0,2213
rele,syntax,11,PASS,1,192,1,289,1889,PASS,1,OK,200,4,433,1870
libc,syntax,11,PASS,1,1236,54,3188,15429,PASS,1,OK,15288,134,9668,5867
newlib,syntax,11,PASS,1,548,7,990,0,FAIL,0,FAIL,584,7,990,0
PCRE2,syntax,11,PASS,1,18920,2,273,5250,PASS,1,OK,18920,3,20753,978
re2,syntax,11,PASS,1,3648,89,6372,49245,PASS,1,OK,4216,204,13916,1802
tre,syntax,11,PASS,1,2268,40,9012,37493,PASS,1,OK,2268,42,9448,2915
slre,syntax,11,PASS,1,40,0,0,0,FAIL,0,FAIL,2580,0,0,0
tiny-regex-c,syntax,11,PASS,1,44,0,0,0,FAIL,0,FAIL,97,0,0,0
subreg,syntax,11,PASS,1,32,0,0,0,FAIL,0,FAIL,439,0,0,0
rele,syntax,12,PASS,1,192,1,239,1619,PASS,1,OK,200,4,359,1779
